"","X","month","month_label","season","year","right_season","hbt","number_of_attendances_all"
"1",1,200707,"July","summer",2007,TRUE,"S08000015",252
"2",2,200707,"July","summer",2007,TRUE,"S08000015",5414
"3",3,200707,"July","summer",2007,TRUE,"S08000015",92
"4",4,200707,"July","summer",2007,TRUE,"S08000015",3530
"5",5,200707,"July","summer",2007,TRUE,"S08000016",20
"6",6,200707,"July","summer",2007,TRUE,"S08000016",105
"7",7,200707,"July","summer",2007,TRUE,"S08000016",31
"8",8,200707,"July","summer",2007,TRUE,"S08000016",87
"9",9,200707,"July","summer",2007,TRUE,"S08000016",1823
"10",10,200707,"July","summer",2007,TRUE,"S08000017",86
"11",11,200707,"July","summer",2007,TRUE,"S08000017",83
"12",12,200707,"July","summer",2007,TRUE,"S08000017",7
"13",13,200707,"July","summer",2007,TRUE,"S08000017",85
"14",14,200707,"July","summer",2007,TRUE,"S08000017",1189
"15",15,200707,"July","summer",2007,TRUE,"S08000017",2970
"16",16,200707,"July","summer",2007,TRUE,"S08000029",3912
"17",17,200707,"July","summer",2007,TRUE,"S08000029",174
"18",18,200707,"July","summer",2007,TRUE,"S08000029",282
"19",19,200707,"July","summer",2007,TRUE,"S08000029",3638
"20",20,200707,"July","summer",2007,TRUE,"S08000019",1772
"21",21,200707,"July","summer",2007,TRUE,"S08000019",4195
"22",22,200707,"July","summer",2007,TRUE,"S08000020",5312
"23",23,200707,"July","summer",2007,TRUE,"S08000020",1333
"24",24,200707,"July","summer",2007,TRUE,"S08000020",72
"25",25,200707,"July","summer",2007,TRUE,"S08000020",40
"26",26,200707,"July","summer",2007,TRUE,"S08000020",62
"27",27,200707,"July","summer",2007,TRUE,"S08000020",1114
"28",28,200707,"July","summer",2007,TRUE,"S08000020",904
"29",29,200707,"July","summer",2007,TRUE,"S08000020",279
"30",30,200707,"July","summer",2007,TRUE,"S08000020",178
"31",31,200707,"July","summer",2007,TRUE,"S08000020",359
"32",32,200707,"July","summer",2007,TRUE,"S08000020",1925
"33",33,200707,"July","summer",2007,TRUE,"S08000020",107
"34",34,200707,"July","summer",2007,TRUE,"S08000020",37
"35",35,200707,"July","summer",2007,TRUE,"S08000020",113
"36",36,200707,"July","summer",2007,TRUE,"S08000020",62
"37",37,200707,"July","summer",2007,TRUE,"S08000020",32
"38",38,200707,"July","summer",2007,TRUE,"S08000020",153
"39",39,200707,"July","summer",2007,TRUE,"S08000031",1382
"40",40,200707,"July","summer",2007,TRUE,"S08000031",2693
"41",41,200707,"July","summer",2007,TRUE,"S08000031",5479
"42",42,200707,"July","summer",2007,TRUE,"S08000031",6200
"43",43,200707,"July","summer",2007,TRUE,"S08000031",3390
"44",44,200707,"July","summer",2007,TRUE,"S08000031",5864
"45",45,200707,"July","summer",2007,TRUE,"S08000031",4186
"46",46,200707,"July","summer",2007,TRUE,"S08000031",2981
"47",47,200707,"July","summer",2007,TRUE,"S08000031",5040
"48",48,200707,"July","summer",2007,TRUE,"S08000022",401
"49",49,200707,"July","summer",2007,TRUE,"S08000022",615
"50",50,200707,"July","summer",2007,TRUE,"S08000022",110
"51",51,200707,"July","summer",2007,TRUE,"S08000022",468
"52",52,200707,"July","summer",2007,TRUE,"S08000022",369
"53",53,200707,"July","summer",2007,TRUE,"S08000022",67
"54",54,200707,"July","summer",2007,TRUE,"S08000022",616
"55",55,200707,"July","summer",2007,TRUE,"S08000022",211
"56",56,200707,"July","summer",2007,TRUE,"S08000022",199
"57",57,200707,"July","summer",2007,TRUE,"S08000022",496
"58",58,200707,"July","summer",2007,TRUE,"S08000022",73
"59",59,200707,"July","summer",2007,TRUE,"S08000022",2618
"60",60,200707,"July","summer",2007,TRUE,"S08000022",281
"61",61,200707,"July","summer",2007,TRUE,"S08000022",113
"62",62,200707,"July","summer",2007,TRUE,"S08000022",896
"63",63,200707,"July","summer",2007,TRUE,"S08000022",300
"64",64,200707,"July","summer",2007,TRUE,"S08000022",153
"65",65,200707,"July","summer",2007,TRUE,"S08000022",185
"66",66,200707,"July","summer",2007,TRUE,"S08000022",91
"67",67,200707,"July","summer",2007,TRUE,"S08000022",202
"68",68,200707,"July","summer",2007,TRUE,"S08000032",5662
"69",69,200707,"July","summer",2007,TRUE,"S08000032",165
"70",70,200707,"July","summer",2007,TRUE,"S08000032",166
"71",71,200707,"July","summer",2007,TRUE,"S08000032",4545
"72",72,200707,"July","summer",2007,TRUE,"S08000032",5555
"73",73,200707,"July","summer",2007,TRUE,"S08000024",2761
"74",74,200707,"July","summer",2007,TRUE,"S08000024",3900
"75",75,200707,"July","summer",2007,TRUE,"S08000024",8947
"76",76,200707,"July","summer",2007,TRUE,"S08000024",2620
"77",77,200707,"July","summer",2007,TRUE,"S08000025",225
"78",78,200707,"July","summer",2007,TRUE,"S08000026",802
"79",79,200707,"July","summer",2007,TRUE,"S08000030",3940
"80",80,200707,"July","summer",2007,TRUE,"S08000030",2208
"81",81,200707,"July","summer",2007,TRUE,"S08000030",78
"82",82,200707,"July","summer",2007,TRUE,"S08000030",167
"83",83,200707,"July","summer",2007,TRUE,"S08000030",847
"84",84,200707,"July","summer",2007,TRUE,"S08000030",228
"85",85,200707,"July","summer",2007,TRUE,"S08000030",504
"86",86,200707,"July","summer",2007,TRUE,"S08000030",444
"87",87,200707,"July","summer",2007,TRUE,"S08000028",57
"88",88,200707,"July","summer",2007,TRUE,"S08000028",776
"89",89,200707,"July","summer",2007,TRUE,"S08000028",135
"90",90,200708,"August","summer",2007,TRUE,"S08000015",265
"91",91,200708,"August","summer",2007,TRUE,"S08000015",5655
"92",92,200708,"August","summer",2007,TRUE,"S08000015",86
"93",93,200708,"August","summer",2007,TRUE,"S08000015",3558
"94",94,200708,"August","summer",2007,TRUE,"S08000016",14
"95",95,200708,"August","summer",2007,TRUE,"S08000016",106
"96",96,200708,"August","summer",2007,TRUE,"S08000016",28
"97",97,200708,"August","summer",2007,TRUE,"S08000016",122
"98",98,200708,"August","summer",2007,TRUE,"S08000016",2005
"99",99,200708,"August","summer",2007,TRUE,"S08000017",92
"100",100,200708,"August","summer",2007,TRUE,"S08000017",77
"101",101,200708,"August","summer",2007,TRUE,"S08000017",10
"102",102,200708,"August","summer",2007,TRUE,"S08000017",62
"103",103,200708,"August","summer",2007,TRUE,"S08000017",1269
"104",104,200708,"August","summer",2007,TRUE,"S08000017",3010
"105",105,200708,"August","summer",2007,TRUE,"S08000029",3877
"106",106,200708,"August","summer",2007,TRUE,"S08000029",155
"107",107,200708,"August","summer",2007,TRUE,"S08000029",251
"108",108,200708,"August","summer",2007,TRUE,"S08000029",3507
"109",109,200708,"August","summer",2007,TRUE,"S08000019",1872
"110",110,200708,"August","summer",2007,TRUE,"S08000019",4370
"111",111,200708,"August","summer",2007,TRUE,"S08000020",5421
"112",112,200708,"August","summer",2007,TRUE,"S08000020",1412
"113",113,200708,"August","summer",2007,TRUE,"S08000020",72
"114",114,200708,"August","summer",2007,TRUE,"S08000020",48
"115",115,200708,"August","summer",2007,TRUE,"S08000020",93
"116",116,200708,"August","summer",2007,TRUE,"S08000020",1105
"117",117,200708,"August","summer",2007,TRUE,"S08000020",806
"118",118,200708,"August","summer",2007,TRUE,"S08000020",256
"119",119,200708,"August","summer",2007,TRUE,"S08000020",178
"120",120,200708,"August","summer",2007,TRUE,"S08000020",385
"121",121,200708,"August","summer",2007,TRUE,"S08000020",1905
"122",122,200708,"August","summer",2007,TRUE,"S08000020",104
"123",123,200708,"August","summer",2007,TRUE,"S08000020",45
"124",124,200708,"August","summer",2007,TRUE,"S08000020",118
"125",125,200708,"August","summer",2007,TRUE,"S08000020",62
"126",126,200708,"August","summer",2007,TRUE,"S08000020",36
"127",127,200708,"August","summer",2007,TRUE,"S08000020",150
"128",128,200708,"August","summer",2007,TRUE,"S08000031",1407
"129",129,200708,"August","summer",2007,TRUE,"S08000031",2791
"130",130,200708,"August","summer",2007,TRUE,"S08000031",5691
"131",131,200708,"August","summer",2007,TRUE,"S08000031",6248
"132",132,200708,"August","summer",2007,TRUE,"S08000031",3627
"133",133,200708,"August","summer",2007,TRUE,"S08000031",5964
"134",134,200708,"August","summer",2007,TRUE,"S08000031",4162
"135",135,200708,"August","summer",2007,TRUE,"S08000031",3007
"136",136,200708,"August","summer",2007,TRUE,"S08000031",5177
"137",137,200708,"August","summer",2007,TRUE,"S08000022",423
"138",138,200708,"August","summer",2007,TRUE,"S08000022",628
"139",139,200708,"August","summer",2007,TRUE,"S08000022",94
"140",140,200708,"August","summer",2007,TRUE,"S08000022",364
"141",141,200708,"August","summer",2007,TRUE,"S08000022",367
"142",142,200708,"August","summer",2007,TRUE,"S08000022",74
"143",143,200708,"August","summer",2007,TRUE,"S08000022",631
"144",144,200708,"August","summer",2007,TRUE,"S08000022",250
"145",145,200708,"August","summer",2007,TRUE,"S08000022",228
"146",146,200708,"August","summer",2007,TRUE,"S08000022",578
"147",147,200708,"August","summer",2007,TRUE,"S08000022",66
"148",148,200708,"August","summer",2007,TRUE,"S08000022",2805
"149",149,200708,"August","summer",2007,TRUE,"S08000022",283
"150",150,200708,"August","summer",2007,TRUE,"S08000022",107
"151",151,200708,"August","summer",2007,TRUE,"S08000022",936
"152",152,200708,"August","summer",2007,TRUE,"S08000022",304
"153",153,200708,"August","summer",2007,TRUE,"S08000022",150
"154",154,200708,"August","summer",2007,TRUE,"S08000022",225
"155",155,200708,"August","summer",2007,TRUE,"S08000022",104
"156",156,200708,"August","summer",2007,TRUE,"S08000022",218
"157",157,200708,"August","summer",2007,TRUE,"S08000032",5692
"158",158,200708,"August","summer",2007,TRUE,"S08000032",174
"159",159,200708,"August","summer",2007,TRUE,"S08000032",140
"160",160,200708,"August","summer",2007,TRUE,"S08000032",4833
"161",161,200708,"August","summer",2007,TRUE,"S08000032",5614
"162",162,200708,"August","summer",2007,TRUE,"S08000024",2972
"163",163,200708,"August","summer",2007,TRUE,"S08000024",4036
"164",164,200708,"August","summer",2007,TRUE,"S08000024",9473
"165",165,200708,"August","summer",2007,TRUE,"S08000024",2875
"166",166,200708,"August","summer",2007,TRUE,"S08000025",237
"167",167,200708,"August","summer",2007,TRUE,"S08000026",745
"168",168,200708,"August","summer",2007,TRUE,"S08000030",4072
"169",169,200708,"August","summer",2007,TRUE,"S08000030",2300
"170",170,200708,"August","summer",2007,TRUE,"S08000030",63
"171",171,200708,"August","summer",2007,TRUE,"S08000030",147
"172",172,200708,"August","summer",2007,TRUE,"S08000030",700
"173",173,200708,"August","summer",2007,TRUE,"S08000030",146
"174",174,200708,"August","summer",2007,TRUE,"S08000030",422
"175",175,200708,"August","summer",2007,TRUE,"S08000030",334
"176",176,200708,"August","summer",2007,TRUE,"S08000028",36
"177",177,200708,"August","summer",2007,TRUE,"S08000028",767
"178",178,200708,"August","summer",2007,TRUE,"S08000028",112
"179",179,200709,"September","autumn",2007,FALSE,"S08000015",173
"180",180,200709,"September","autumn",2007,FALSE,"S08000015",5499
"181",181,200709,"September","autumn",2007,FALSE,"S08000015",78
"182",182,200709,"September","autumn",2007,FALSE,"S08000015",3270
"183",183,200709,"September","autumn",2007,FALSE,"S08000016",19
"184",184,200709,"September","autumn",2007,FALSE,"S08000016",106
"185",185,200709,"September","autumn",2007,FALSE,"S08000016",31
"186",186,200709,"September","autumn",2007,FALSE,"S08000016",87
"187",187,200709,"September","autumn",2007,FALSE,"S08000016",2028
"188",188,200709,"September","autumn",2007,FALSE,"S08000017",59
"189",189,200709,"September","autumn",2007,FALSE,"S08000017",44
"190",190,200709,"September","autumn",2007,FALSE,"S08000017",12
"191",191,200709,"September","autumn",2007,FALSE,"S08000017",63
"192",192,200709,"September","autumn",2007,FALSE,"S08000017",1064
"193",193,200709,"September","autumn",2007,FALSE,"S08000017",2909
"194",194,200709,"September","autumn",2007,FALSE,"S08000029",3837
"195",195,200709,"September","autumn",2007,FALSE,"S08000029",147
"196",196,200709,"September","autumn",2007,FALSE,"S08000029",309
"197",197,200709,"September","autumn",2007,FALSE,"S08000029",3393
"198",198,200709,"September","autumn",2007,FALSE,"S08000019",1813
"199",199,200709,"September","autumn",2007,FALSE,"S08000019",4301
"200",200,200709,"September","autumn",2007,FALSE,"S08000020",5246
"201",201,200709,"September","autumn",2007,FALSE,"S08000020",1486
"202",202,200709,"September","autumn",2007,FALSE,"S08000020",89
"203",203,200709,"September","autumn",2007,FALSE,"S08000020",64
"204",204,200709,"September","autumn",2007,FALSE,"S08000020",70
"205",205,200709,"September","autumn",2007,FALSE,"S08000020",1108
"206",206,200709,"September","autumn",2007,FALSE,"S08000020",845
"207",207,200709,"September","autumn",2007,FALSE,"S08000020",259
"208",208,200709,"September","autumn",2007,FALSE,"S08000020",185
"209",209,200709,"September","autumn",2007,FALSE,"S08000020",343
"210",210,200709,"September","autumn",2007,FALSE,"S08000020",1963
"211",211,200709,"September","autumn",2007,FALSE,"S08000020",76
"212",212,200709,"September","autumn",2007,FALSE,"S08000020",31
"213",213,200709,"September","autumn",2007,FALSE,"S08000020",106
"214",214,200709,"September","autumn",2007,FALSE,"S08000020",74
"215",215,200709,"September","autumn",2007,FALSE,"S08000020",39
"216",216,200709,"September","autumn",2007,FALSE,"S08000020",139
"217",217,200709,"September","autumn",2007,FALSE,"S08000031",1224
"218",218,200709,"September","autumn",2007,FALSE,"S08000031",2616
"219",219,200709,"September","autumn",2007,FALSE,"S08000031",5690
"220",220,200709,"September","autumn",2007,FALSE,"S08000031",6032
"221",221,200709,"September","autumn",2007,FALSE,"S08000031",3410
"222",222,200709,"September","autumn",2007,FALSE,"S08000031",5838
"223",223,200709,"September","autumn",2007,FALSE,"S08000031",4043
"224",224,200709,"September","autumn",2007,FALSE,"S08000031",3168
"225",225,200709,"September","autumn",2007,FALSE,"S08000031",4848
"226",226,200709,"September","autumn",2007,FALSE,"S08000022",541
"227",227,200709,"September","autumn",2007,FALSE,"S08000022",554
"228",228,200709,"September","autumn",2007,FALSE,"S08000022",77
"229",229,200709,"September","autumn",2007,FALSE,"S08000022",266
"230",230,200709,"September","autumn",2007,FALSE,"S08000022",386
"231",231,200709,"September","autumn",2007,FALSE,"S08000022",35
"232",232,200709,"September","autumn",2007,FALSE,"S08000022",557
"233",233,200709,"September","autumn",2007,FALSE,"S08000022",204
"234",234,200709,"September","autumn",2007,FALSE,"S08000022",478
"235",235,200709,"September","autumn",2007,FALSE,"S08000022",43
"236",236,200709,"September","autumn",2007,FALSE,"S08000022",2611
"237",237,200709,"September","autumn",2007,FALSE,"S08000022",237
"238",238,200709,"September","autumn",2007,FALSE,"S08000022",122
"239",239,200709,"September","autumn",2007,FALSE,"S08000022",761
"240",240,200709,"September","autumn",2007,FALSE,"S08000022",244
"241",241,200709,"September","autumn",2007,FALSE,"S08000022",117
"242",242,200709,"September","autumn",2007,FALSE,"S08000022",196
"243",243,200709,"September","autumn",2007,FALSE,"S08000022",76
"244",244,200709,"September","autumn",2007,FALSE,"S08000022",123
"245",245,200709,"September","autumn",2007,FALSE,"S08000032",5495
"246",246,200709,"September","autumn",2007,FALSE,"S08000032",161
"247",247,200709,"September","autumn",2007,FALSE,"S08000032",228
"248",248,200709,"September","autumn",2007,FALSE,"S08000032",4752
"249",249,200709,"September","autumn",2007,FALSE,"S08000032",5511
"250",250,200709,"September","autumn",2007,FALSE,"S08000024",3001
"251",251,200709,"September","autumn",2007,FALSE,"S08000024",3999
"252",252,200709,"September","autumn",2007,FALSE,"S08000024",8887
"253",253,200709,"September","autumn",2007,FALSE,"S08000024",2902
"254",254,200709,"September","autumn",2007,FALSE,"S08000025",242
"255",255,200709,"September","autumn",2007,FALSE,"S08000026",713
"256",256,200709,"September","autumn",2007,FALSE,"S08000030",4113
"257",257,200709,"September","autumn",2007,FALSE,"S08000030",2142
"258",258,200709,"September","autumn",2007,FALSE,"S08000030",57
"259",259,200709,"September","autumn",2007,FALSE,"S08000030",170
"260",260,200709,"September","autumn",2007,FALSE,"S08000030",783
"261",261,200709,"September","autumn",2007,FALSE,"S08000030",164
"262",262,200709,"September","autumn",2007,FALSE,"S08000030",434
"263",263,200709,"September","autumn",2007,FALSE,"S08000030",375
"264",264,200709,"September","autumn",2007,FALSE,"S08000028",16
"265",265,200709,"September","autumn",2007,FALSE,"S08000028",689
"266",266,200709,"September","autumn",2007,FALSE,"S08000028",106
"267",267,200710,"October","autumn",2007,FALSE,"S08000015",165
"268",268,200710,"October","autumn",2007,FALSE,"S08000015",74
"269",269,200710,"October","autumn",2007,FALSE,"S08000015",5481
"270",270,200710,"October","autumn",2007,FALSE,"S08000015",83
"271",271,200710,"October","autumn",2007,FALSE,"S08000015",3452
"272",272,200710,"October","autumn",2007,FALSE,"S08000016",13
"273",273,200710,"October","autumn",2007,FALSE,"S08000016",88
"274",274,200710,"October","autumn",2007,FALSE,"S08000016",26
"275",275,200710,"October","autumn",2007,FALSE,"S08000016",96
"276",276,200710,"October","autumn",2007,FALSE,"S08000016",1912
"277",277,200710,"October","autumn",2007,FALSE,"S08000017",63
"278",278,200710,"October","autumn",2007,FALSE,"S08000017",51
"279",279,200710,"October","autumn",2007,FALSE,"S08000017",13
"280",280,200710,"October","autumn",2007,FALSE,"S08000017",61
"281",281,200710,"October","autumn",2007,FALSE,"S08000017",913
"282",282,200710,"October","autumn",2007,FALSE,"S08000017",2760
"283",283,200710,"October","autumn",2007,FALSE,"S08000029",3726
"284",284,200710,"October","autumn",2007,FALSE,"S08000029",149
"285",285,200710,"October","autumn",2007,FALSE,"S08000029",319
"286",286,200710,"October","autumn",2007,FALSE,"S08000029",3358
"287",287,200710,"October","autumn",2007,FALSE,"S08000019",1812
"288",288,200710,"October","autumn",2007,FALSE,"S08000019",4018
"289",289,200710,"October","autumn",2007,FALSE,"S08000020",5279
"290",290,200710,"October","autumn",2007,FALSE,"S08000020",1341
"291",291,200710,"October","autumn",2007,FALSE,"S08000020",58
"292",292,200710,"October","autumn",2007,FALSE,"S08000020",31
"293",293,200710,"October","autumn",2007,FALSE,"S08000020",51
"294",294,200710,"October","autumn",2007,FALSE,"S08000020",1022
"295",295,200710,"October","autumn",2007,FALSE,"S08000020",933
"296",296,200710,"October","autumn",2007,FALSE,"S08000020",241
"297",297,200710,"October","autumn",2007,FALSE,"S08000020",168
"298",298,200710,"October","autumn",2007,FALSE,"S08000020",318
"299",299,200710,"October","autumn",2007,FALSE,"S08000020",1881
"300",300,200710,"October","autumn",2007,FALSE,"S08000020",87
"301",301,200710,"October","autumn",2007,FALSE,"S08000020",23
"302",302,200710,"October","autumn",2007,FALSE,"S08000020",110
"303",303,200710,"October","autumn",2007,FALSE,"S08000020",41
"304",304,200710,"October","autumn",2007,FALSE,"S08000020",25
"305",305,200710,"October","autumn",2007,FALSE,"S08000020",125
"306",306,200710,"October","autumn",2007,FALSE,"S08000031",1196
"307",307,200710,"October","autumn",2007,FALSE,"S08000031",2645
"308",308,200710,"October","autumn",2007,FALSE,"S08000031",5797
"309",309,200710,"October","autumn",2007,FALSE,"S08000031",6562
"310",310,200710,"October","autumn",2007,FALSE,"S08000031",3577
"311",311,200710,"October","autumn",2007,FALSE,"S08000031",5788
"312",312,200710,"October","autumn",2007,FALSE,"S08000031",4028
"313",313,200710,"October","autumn",2007,FALSE,"S08000031",3316
"314",314,200710,"October","autumn",2007,FALSE,"S08000031",5270
"315",315,200710,"October","autumn",2007,FALSE,"S08000022",489
"316",316,200710,"October","autumn",2007,FALSE,"S08000022",521
"317",317,200710,"October","autumn",2007,FALSE,"S08000022",80
"318",318,200710,"October","autumn",2007,FALSE,"S08000022",299
"319",319,200710,"October","autumn",2007,FALSE,"S08000022",284
"320",320,200710,"October","autumn",2007,FALSE,"S08000022",66
"321",321,200710,"October","autumn",2007,FALSE,"S08000022",496
"322",322,200710,"October","autumn",2007,FALSE,"S08000022",191
"323",323,200710,"October","autumn",2007,FALSE,"S08000022",477
"324",324,200710,"October","autumn",2007,FALSE,"S08000022",70
"325",325,200710,"October","autumn",2007,FALSE,"S08000022",2360
"326",326,200710,"October","autumn",2007,FALSE,"S08000022",195
"327",327,200710,"October","autumn",2007,FALSE,"S08000022",79
"328",328,200710,"October","autumn",2007,FALSE,"S08000022",791
"329",329,200710,"October","autumn",2007,FALSE,"S08000022",213
"330",330,200710,"October","autumn",2007,FALSE,"S08000022",120
"331",331,200710,"October","autumn",2007,FALSE,"S08000022",169
"332",332,200710,"October","autumn",2007,FALSE,"S08000022",83
"333",333,200710,"October","autumn",2007,FALSE,"S08000022",149
"334",334,200710,"October","autumn",2007,FALSE,"S08000032",5627
"335",335,200710,"October","autumn",2007,FALSE,"S08000032",160
"336",336,200710,"October","autumn",2007,FALSE,"S08000032",133
"337",337,200710,"October","autumn",2007,FALSE,"S08000032",4461
"338",338,200710,"October","autumn",2007,FALSE,"S08000032",5575
"339",339,200710,"October","autumn",2007,FALSE,"S08000024",2934
"340",340,200710,"October","autumn",2007,FALSE,"S08000024",3871
"341",341,200710,"October","autumn",2007,FALSE,"S08000024",8971
"342",342,200710,"October","autumn",2007,FALSE,"S08000024",2956
"343",343,200710,"October","autumn",2007,FALSE,"S08000025",199
"344",344,200710,"October","autumn",2007,FALSE,"S08000026",676
"345",345,200710,"October","autumn",2007,FALSE,"S08000030",4057
"346",346,200710,"October","autumn",2007,FALSE,"S08000030",2105
"347",347,200710,"October","autumn",2007,FALSE,"S08000030",52
"348",348,200710,"October","autumn",2007,FALSE,"S08000030",116
"349",349,200710,"October","autumn",2007,FALSE,"S08000030",666
"350",350,200710,"October","autumn",2007,FALSE,"S08000030",143
"351",351,200710,"October","autumn",2007,FALSE,"S08000030",405
"352",352,200710,"October","autumn",2007,FALSE,"S08000030",408
"353",353,200710,"October","autumn",2007,FALSE,"S08000028",14
"354",354,200710,"October","autumn",2007,FALSE,"S08000028",643
"355",355,200710,"October","autumn",2007,FALSE,"S08000028",114
"356",356,200711,"November","autumn",2007,FALSE,"S08000015",111
"357",357,200711,"November","autumn",2007,FALSE,"S08000015",42
"358",358,200711,"November","autumn",2007,FALSE,"S08000015",5119
"359",359,200711,"November","autumn",2007,FALSE,"S08000015",117
"360",360,200711,"November","autumn",2007,FALSE,"S08000015",3061
"361",361,200711,"November","autumn",2007,FALSE,"S08000016",12
"362",362,200711,"November","autumn",2007,FALSE,"S08000016",71
"363",363,200711,"November","autumn",2007,FALSE,"S08000016",32
"364",364,200711,"November","autumn",2007,FALSE,"S08000016",53
"365",365,200711,"November","autumn",2007,FALSE,"S08000016",1805
"366",366,200711,"November","autumn",2007,FALSE,"S08000017",51
"367",367,200711,"November","autumn",2007,FALSE,"S08000017",53
"368",368,200711,"November","autumn",2007,FALSE,"S08000017",1
"369",369,200711,"November","autumn",2007,FALSE,"S08000017",13
"370",370,200711,"November","autumn",2007,FALSE,"S08000017",877
"371",371,200711,"November","autumn",2007,FALSE,"S08000017",2618
"372",372,200711,"November","autumn",2007,FALSE,"S08000029",3361
"373",373,200711,"November","autumn",2007,FALSE,"S08000029",147
"374",374,200711,"November","autumn",2007,FALSE,"S08000029",268
"375",375,200711,"November","autumn",2007,FALSE,"S08000029",3186
"376",376,200711,"November","autumn",2007,FALSE,"S08000019",1610
"377",377,200711,"November","autumn",2007,FALSE,"S08000019",3903
"378",378,200711,"November","autumn",2007,FALSE,"S08000020",4974
"379",379,200711,"November","autumn",2007,FALSE,"S08000020",1204
"380",380,200711,"November","autumn",2007,FALSE,"S08000020",66
"381",381,200711,"November","autumn",2007,FALSE,"S08000020",39
"382",382,200711,"November","autumn",2007,FALSE,"S08000020",61
"383",383,200711,"November","autumn",2007,FALSE,"S08000020",926
"384",384,200711,"November","autumn",2007,FALSE,"S08000020",769
"385",385,200711,"November","autumn",2007,FALSE,"S08000020",215
"386",386,200711,"November","autumn",2007,FALSE,"S08000020",163
"387",387,200711,"November","autumn",2007,FALSE,"S08000020",271
"388",388,200711,"November","autumn",2007,FALSE,"S08000020",1699
"389",389,200711,"November","autumn",2007,FALSE,"S08000020",58
"390",390,200711,"November","autumn",2007,FALSE,"S08000020",31
"391",391,200711,"November","autumn",2007,FALSE,"S08000020",94
"392",392,200711,"November","autumn",2007,FALSE,"S08000020",52
"393",393,200711,"November","autumn",2007,FALSE,"S08000020",25
"394",394,200711,"November","autumn",2007,FALSE,"S08000020",122
"395",395,200711,"November","autumn",2007,FALSE,"S08000031",1153
"396",396,200711,"November","autumn",2007,FALSE,"S08000031",2493
"397",397,200711,"November","autumn",2007,FALSE,"S08000031",5317
"398",398,200711,"November","autumn",2007,FALSE,"S08000031",5949
"399",399,200711,"November","autumn",2007,FALSE,"S08000031",3302
"400",400,200711,"November","autumn",2007,FALSE,"S08000031",5412
"401",401,200711,"November","autumn",2007,FALSE,"S08000031",3750
"402",402,200711,"November","autumn",2007,FALSE,"S08000031",3456
"403",403,200711,"November","autumn",2007,FALSE,"S08000031",4914
"404",404,200711,"November","autumn",2007,FALSE,"S08000022",547
"405",405,200711,"November","autumn",2007,FALSE,"S08000022",494
"406",406,200711,"November","autumn",2007,FALSE,"S08000022",59
"407",407,200711,"November","autumn",2007,FALSE,"S08000022",265
"408",408,200711,"November","autumn",2007,FALSE,"S08000022",266
"409",409,200711,"November","autumn",2007,FALSE,"S08000022",40
"410",410,200711,"November","autumn",2007,FALSE,"S08000022",480
"411",411,200711,"November","autumn",2007,FALSE,"S08000022",150
"412",412,200711,"November","autumn",2007,FALSE,"S08000022",473
"413",413,200711,"November","autumn",2007,FALSE,"S08000022",37
"414",414,200711,"November","autumn",2007,FALSE,"S08000022",2218
"415",415,200711,"November","autumn",2007,FALSE,"S08000022",188
"416",416,200711,"November","autumn",2007,FALSE,"S08000022",68
"417",417,200711,"November","autumn",2007,FALSE,"S08000022",612
"418",418,200711,"November","autumn",2007,FALSE,"S08000022",207
"419",419,200711,"November","autumn",2007,FALSE,"S08000022",101
"420",420,200711,"November","autumn",2007,FALSE,"S08000022",165
"421",421,200711,"November","autumn",2007,FALSE,"S08000022",70
"422",422,200711,"November","autumn",2007,FALSE,"S08000022",70
"423",423,200711,"November","autumn",2007,FALSE,"S08000032",5208
"424",424,200711,"November","autumn",2007,FALSE,"S08000032",123
"425",425,200711,"November","autumn",2007,FALSE,"S08000032",126
"426",426,200711,"November","autumn",2007,FALSE,"S08000032",4526
"427",427,200711,"November","autumn",2007,FALSE,"S08000032",5408
"428",428,200711,"November","autumn",2007,FALSE,"S08000024",2900
"429",429,200711,"November","autumn",2007,FALSE,"S08000024",3635
"430",430,200711,"November","autumn",2007,FALSE,"S08000024",8516
"431",431,200711,"November","autumn",2007,FALSE,"S08000024",3002
"432",432,200711,"November","autumn",2007,FALSE,"S08000025",146
"433",433,200711,"November","autumn",2007,FALSE,"S08000026",622
"434",434,200711,"November","autumn",2007,FALSE,"S08000030",3863
"435",435,200711,"November","autumn",2007,FALSE,"S08000030",1938
"436",436,200711,"November","autumn",2007,FALSE,"S08000030",28
"437",437,200711,"November","autumn",2007,FALSE,"S08000030",146
"438",438,200711,"November","autumn",2007,FALSE,"S08000030",682
"439",439,200711,"November","autumn",2007,FALSE,"S08000030",143
"440",440,200711,"November","autumn",2007,FALSE,"S08000030",358
"441",441,200711,"November","autumn",2007,FALSE,"S08000030",321
"442",442,200711,"November","autumn",2007,FALSE,"S08000028",21
"443",443,200711,"November","autumn",2007,FALSE,"S08000028",463
"444",444,200711,"November","autumn",2007,FALSE,"S08000028",72
"445",445,200712,"December","winter",2008,TRUE,"S08000015",140
"446",446,200712,"December","winter",2008,TRUE,"S08000015",33
"447",447,200712,"December","winter",2008,TRUE,"S08000015",5067
"448",448,200712,"December","winter",2008,TRUE,"S08000015",49
"449",449,200712,"December","winter",2008,TRUE,"S08000015",3189
"450",450,200712,"December","winter",2008,TRUE,"S08000016",8
"451",451,200712,"December","winter",2008,TRUE,"S08000016",46
